id,date,average_price,total_volume,total_bags,type,year,region
10106,2015-03-01,1.2,11760.53,1413.33,organic,2015,Houston
10107,2015-02-22,1.26,10792.32,716.67,organic,2015,Houston
10108,2015-02-15,1.29,10569.83,1170.0,organic,2015,Houston
10109,2015-02-08,1.25,9077.59,1100.0,organic,2015,Houston
10110,2015-02-01,1.15,12285.76,946.67,organic,2015,Houston
10111,2015-01-25,1.24,11398.91,806.67,organic,2015,Houston
10112,2015-01-18,1.2,9979.64,750.0,organic,2015,Houston
10113,2015-01-11,1.26,7561.0,600.0,organic,2015,Houston
10114,2015-01-04,1.22,8938.32,1256.67,organic,2015,Houston
10115,2015-12-27,1.49,1726.25,466.72,organic,2015,Indianapolis
10116,2015-12-20,1.61,1601.29,228.76,organic,2015,Indianapolis
10117,2015-12-13,1.35,2068.47,866.5,organic,2015,Indianapolis
10118,2015-12-06,1.31,2106.77,906.28,organic,2015,Indianapolis
10119,2015-11-29,1.52,1156.05,265.53,organic,2015,Indianapolis
10120,2015-11-22,1.57,1767.58,370.71,organic,2015,Indianapolis
10121,2015-11-15,1.54,1895.06,458.54,organic,2015,Indianapolis
10122,2015-11-08,1.57,1710.38,511.21,organic,2015,Indianapolis
10123,2015-11-01,1.55,1906.4,665.2,organic,2015,Indianapolis
10124,2015-10-25,1.62,2147.79,717.89,organic,2015,Indianapolis
10125,2015-10-18,1.46,2390.65,1078.83,organic,2015,Indianapolis
10126,2015-10-11,1.4,2030.12,668.08,organic,2015,Indianapolis
10127,2015-10-04,1.53,2167.25,716.03,organic,2015,Indianapolis
10128,2015-09-27,1.66,1713.63,312.77,organic,2015,Indianapolis
10129,2015-09-20,1.7,1959.56,494.88,organic,2015,Indianapolis
10130,2015-09-13,1.64,2512.58,582.34,organic,2015,Indianapolis
10131,2015-09-06,1.62,2794.65,741.5,organic,2015,Indianapolis
10132,2015-08-30,1.66,2883.1,678.11,organic,2015,Indianapolis
10133,2015-08-23,1.69,2858.31,773.59,organic,2015,Indianapolis
10134,2015-08-16,1.79,2309.83,728.44,organic,2015,Indianapolis
10135,2015-08-09,1.77,2318.61,686.78,organic,2015,Indianapolis
10136,2015-08-02,1.65,2024.18,569.42,organic,2015,Indianapolis
10137,2015-07-26,1.11,2998.88,1751.5,organic,2015,Indianapolis
10138,2015-07-19,0.99,3286.32,2178.29,organic,2015,Indianapolis
10139,2015-07-12,1.19,3105.97,2001.36,organic,2015,Indianapolis
10140,2015-07-05,1.11,2935.57,1913.11,organic,2015,Indianapolis
10141,2015-06-28,1.58,1529.5,581.84,organic,2015,Indianapolis
10142,2015-06-21,1.8,1591.6,476.34,organic,2015,Indianapolis
10143,2015-06-14,1.57,2144.0,1151.06,organic,2015,Indianapolis
10144,2015-06-07,1.45,2005.12,1008.68,organic,2015,Indianapolis
10145,2015-05-31,1.56,2305.49,1273.52,organic,2015,Indianapolis
10146,2015-05-24,1.65,2362.64,1087.27,organic,2015,Indianapolis
10147,2015-05-17,1.19,2363.41,1380.96,organic,2015,Indianapolis
10148,2015-05-10,1.08,4169.57,3214.12,organic,2015,Indianapolis
10149,2015-05-03,1.3,2258.1,1271.56,organic,2015,Indianapolis
10150,2015-04-26,1.69,1798.92,630.9,organic,2015,Indianapolis
10151,2015-04-19,1.78,2011.47,753.29,organic,2015,Indianapolis
10152,2015-04-12,1.76,1912.15,630.94,organic,2015,Indianapolis
10153,2015-04-05,1.49,2029.52,894.33,organic,2015,Indianapolis
10154,2015-03-29,1.81,1169.48,306.0,organic,2015,Indianapolis
10155,2015-03-22,1.95,964.25,45.84,organic,2015,Indianapolis
10156,2015-03-15,1.78,1313.43,311.23,organic,2015,Indianapolis
10157,2015-03-08,1.69,2205.12,1185.78,organic,2015,Indianapolis
10158,2015-03-01,1.79,1625.01,621.21,organic,2015,Indianapolis
10159,2015-02-22,1.87,1563.5,440.05,organic,2015,Indianapolis
10160,2015-02-15,1.77,1601.74,556.39,organic,2015,Indianapolis
10161,2015-02-08,1.68,2086.14,1265.5,organic,2015,Indianapolis
10162,2015-02-01,1.69,1565.24,714.98,organic,2015,Indianapolis
10163,2015-01-25,1.78,1221.24,406.02,organic,2015,Indianapolis
10164,2015-01-18,1.96,1083.8,112.58,organic,2015,Indianapolis
10165,2015-01-11,1.83,1410.31,393.06,organic,2015,Indianapolis
10166,2015-01-04,1.63,1780.6,829.39,organic,2015,Indianapolis
10167,2015-12-27,1.82,1754.98,526.67,organic,2015,Jacksonville
10168,2015-12-20,1.83,1742.99,593.33,organic,2015,Jacksonville
10169,2015-12-13,1.9,1478.7,293.33,organic,2015,Jacksonville
10170,2015-12-06,1.76,2080.56,256.67,organic,2015,Jacksonville
10171,2015-11-29,1.87,1303.04,333.33,organic,2015,Jacksonville
10172,2015-11-22,1.9,1640.06,316.67,organic,2015,Jacksonville
10173,2015-11-15,1.88,1954.57,443.34,organic,2015,Jacksonville
10174,2015-11-08,1.83,1746.27,590.0,organic,2015,Jacksonville
10175,2015-11-01,1.82,2109.04,743.33,organic,2015,Jacksonville
10176,2015-10-25,1.89,2089.47,436.67,organic,2015,Jacksonville
10177,2015-10-18,2.26,2167.37,506.67,organic,2015,Jacksonville
10178,2015-10-11,2.11,2605.97,1000.0,organic,2015,Jacksonville
10179,2015-10-04,2.14,1808.46,650.0,organic,2015,Jacksonville
10180,2015-09-27,2.31,1592.71,293.33,organic,2015,Jacksonville
10181,2015-09-20,2.11,1557.89,590.0,organic,2015,Jacksonville
10182,2015-09-13,2.18,1722.33,550.0,organic,2015,Jacksonville
10183,2015-09-06,2.07,2016.06,856.67,organic,2015,Jacksonville
10184,2015-08-30,1.93,2451.63,1170.34,organic,2015,Jacksonville
10185,2015-08-23,1.82,3056.14,1662.86,organic,2015,Jacksonville
10186,2015-08-16,1.69,3621.53,2287.43,organic,2015,Jacksonville
10187,2015-08-09,2.19,2058.04,577.56,organic,2015,Jacksonville
10188,2015-08-02,2.21,1979.87,552.93,organic,2015,Jacksonville
10189,2015-07-26,1.83,2841.57,1496.55,organic,2015,Jacksonville
10190,2015-07-19,1.63,3597.52,2330.23,organic,2015,Jacksonville
10191,2015-07-12,1.91,3753.82,2478.57,organic,2015,Jacksonville
10192,2015-07-05,1.87,1787.44,450.0,organic,2015,Jacksonville
10193,2015-06-28,1.95,1774.27,157.66,organic,2015,Jacksonville
10194,2015-06-21,1.92,1989.25,312.57,organic,2015,Jacksonville
10195,2015-06-14,1.88,2208.88,510.95,organic,2015,Jacksonville
10196,2015-06-07,1.64,4115.46,743.33,organic,2015,Jacksonville
10197,2015-05-31,1.83,2053.94,670.42,organic,2015,Jacksonville
10198,2015-05-24,1.83,2450.71,846.67,organic,2015,Jacksonville
10199,2015-05-17,1.75,2470.94,485.16,organic,2015,Jacksonville
10200,2015-05-10,1.81,2281.85,906.67,organic,2015,Jacksonville
10201,2015-05-03,1.82,2078.99,708.03,organic,2015,Jacksonville
10202,2015-04-26,1.88,2003.04,510.0,organic,2015,Jacksonville
10203,2015-04-19,1.82,2076.77,652.16,organic,2015,Jacksonville
10204,2015-04-12,1.89,1890.99,406.67,organic,2015,Jacksonville
10205,2015-04-05,1.81,1885.9,562.98,organic,2015,Jacksonville
10206,2015-03-29,1.76,2214.84,785.52,organic,2015,Jacksonville
10207,2015-03-22,1.78,2186.64,923.33,organic,2015,Jacksonville
10208,2015-03-15,1.86,1891.49,513.33,organic,2015,Jacksonville
10209,2015-03-08,1.81,2221.57,850.0,organic,2015,Jacksonville
10210,2015-03-01,1.75,2076.28,1013.33,organic,2015,Jacksonville
10211,2015-02-22,1.77,1863.24,853.33,organic,2015,Jacksonville
10212,2015-02-15,1.82,1758.64,616.67,organic,2015,Jacksonville
10213,2015-02-08,1.71,2242.67,1273.33,organic,2015,Jacksonville
10214,2015-02-01,1.76,1591.75,720.0,organic,2015,Jacksonville
10215,2015-01-25,1.88,1140.32,263.33,organic,2015,Jacksonville
10216,2015-01-18,1.82,1403.1,500.0,organic,2015,Jacksonville
10217,2015-01-11,1.91,1248.89,240.0,organic,2015,Jacksonville
10218,2015-01-04,1.81,1381.31,523.33,organic,2015,Jacksonville
10219,2015-12-27,1.94,4595.5,1015.5,organic,2015,LasVegas
10220,2015-12-20,1.99,4921.37,407.88,organic,2015,LasVegas
10221,2015-12-13,1.89,5606.22,509.14,organic,2015,LasVegas
10222,2015-12-06,1.97,4459.56,76.67,organic,2015,LasVegas
10223,2015-11-29,2.17,3996.06,30.0,organic,2015,LasVegas
10224,2015-11-22,2.03,4731.93,40.0,organic,2015,LasVegas
10225,2015-11-15,2.05,4981.33,157.71,organic,2015,LasVegas
10226,2015-11-08,1.96,5599.48,174.08,organic,2015,LasVegas
10227,2015-11-01,1.88,5003.8,153.33,organic,2015,LasVegas
10228,2015-10-25,2.16,4222.62,273.11,organic,2015,LasVegas
10229,2015-10-18,2.21,4420.01,229.93,organic,2015,LasVegas
10230,2015-10-11,2.22,4355.33,296.66,organic,2015,LasVegas
10231,2015-10-04,2.31,4655.07,116.67,organic,2015,LasVegas
10232,2015-09-27,1.85,5756.8,113.35,organic,2015,LasVegas
10233,2015-09-20,2.4,3413.65,23.33,organic,2015,LasVegas
10234,2015-09-13,2.34,3783.2,379.28,organic,2015,LasVegas
10235,2015-09-06,2.14,6723.56,438.58,organic,2015,LasVegas
10236,2015-08-30,1.75,8160.56,628.15,organic,2015,LasVegas
10237,2015-08-23,1.62,8676.7,897.29,organic,2015,LasVegas
10238,2015-08-16,1.63,8549.47,661.35,organic,2015,LasVegas
10239,2015-08-09,1.82,7773.81,500.77,organic,2015,LasVegas
10240,2015-08-02,1.8,9065.72,363.68,organic,2015,LasVegas
10241,2015-07-26,1.85,6775.02,217.74,organic,2015,LasVegas
10242,2015-07-19,1.92,5058.93,203.9,organic,2015,LasVegas
10243,2015-07-12,2.09,4999.62,145.81,organic,2015,LasVegas
10244,2015-07-05,1.6,10492.77,515.3,organic,2015,LasVegas
10245,2015-06-28,1.54,11098.01,750.31,organic,2015,LasVegas
10246,2015-06-21,1.51,11225.55,414.39,organic,2015,LasVegas
10247,2015-06-14,1.44,10351.7,1101.89,organic,2015,LasVegas
10248,2015-06-07,1.43,10804.37,1286.89,organic,2015,LasVegas
10249,2015-05-31,1.35,11467.23,1504.42,organic,2015,LasVegas
10250,2015-05-24,1.33,12299.69,1282.43,organic,2015,LasVegas
10251,2015-05-17,1.35,12470.02,1385.58,organic,2015,LasVegas
10252,2015-05-10,1.34,10511.94,1219.26,organic,2015,LasVegas
10253,2015-05-03,1.41,10168.54,1238.67,organic,2015,LasVegas
10254,2015-04-26,1.76,12433.98,1022.53,organic,2015,LasVegas
10255,2015-04-19,1.43,10527.86,880.1,organic,2015,LasVegas
10256,2015-04-12,1.56,8894.91,1020.07,organic,2015,LasVegas
10257,2015-04-05,1.67,9356.12,886.39,organic,2015,LasVegas
10258,2015-03-29,1.43,9469.98,709.98,organic,2015,LasVegas
10259,2015-03-22,1.46,9021.37,690.23,organic,2015,LasVegas
10260,2015-03-15,1.89,4860.39,102.17,organic,2015,LasVegas
10261,2015-03-08,1.78,5910.67,467.59,organic,2015,LasVegas
10262,2015-03-01,1.61,7867.61,820.0,organic,2015,LasVegas
10263,2015-02-22,1.79,7179.44,90.26,organic,2015,LasVegas
10264,2015-02-15,1.79,6259.44,300.0,organic,2015,LasVegas
10265,2015-02-08,1.68,7138.01,713.33,organic,2015,LasVegas
10266,2015-02-01,1.6,7634.17,383.33,organic,2015,LasVegas
10267,2015-01-25,1.66,5758.68,286.65,organic,2015,LasVegas
10268,2015-01-18,1.63,6032.31,813.33,organic,2015,LasVegas
10269,2015-01-11,1.54,6144.55,33.33,organic,2015,LasVegas
10270,2015-01-04,1.5,6329.83,457.12,organic,2015,LasVegas
10271,2015-12-27,1.21,52474.67,28269.45,organic,2015,LosAngeles
10272,2015-12-20,1.11,53170.36,31529.96,organic,2015,LosAngeles
10273,2015-12-13,1.14,51913.12,30232.24,organic,2015,LosAngeles
10274,2015-12-06,1.23,43059.51,21798.34,organic,2015,LosAngeles
10275,2015-11-29,1.33,42934.45,19303.87,organic,2015,LosAngeles
10276,2015-11-22,1.34,45689.27,20356.51,organic,2015,LosAngeles
10277,2015-11-15,1.31,49201.89,19506.12,organic,2015,LosAngeles
10278,2015-11-08,1.42,48697.16,18217.36,organic,2015,LosAngeles
10279,2015-11-01,1.36,52815.97,18087.65,organic,2015,LosAngeles
10280,2015-10-25,1.41,48799.38,13938.19,organic,2015,LosAngeles
10281,2015-10-18,1.62,33737.71,7359.79,organic,2015,LosAngeles
10282,2015-10-11,1.72,28062.63,5206.25,organic,2015,LosAngeles
10283,2015-10-04,1.68,34443.27,5343.01,organic,2015,LosAngeles
10284,2015-09-27,1.51,38333.16,7682.94,organic,2015,LosAngeles
10285,2015-09-20,1.57,43450.79,4233.09,organic,2015,LosAngeles
10286,2015-09-13,1.66,45533.58,4021.8,organic,2015,LosAngeles
10287,2015-09-06,1.6,40540.88,7686.16,organic,2015,LosAngeles
10288,2015-08-30,1.58,40655.43,9264.46,organic,2015,LosAngeles
10289,2015-08-23,1.52,50234.03,10769.73,organic,2015,LosAngeles
10290,2015-08-16,1.55,39542.9,11107.69,organic,2015,LosAngeles
10291,2015-08-09,1.61,35630.99,8477.56,organic,2015,LosAngeles
10292,2015-08-02,1.63,40544.17,7544.36,organic,2015,LosAngeles
10293,2015-07-26,1.53,43803.78,7729.05,organic,2015,LosAngeles
10294,2015-07-19,1.56,41636.8,8466.32,organic,2015,LosAngeles
10295,2015-07-12,1.59,39171.61,7156.78,organic,2015,LosAngeles
10296,2015-07-05,1.46,56929.52,8956.09,organic,2015,LosAngeles
10297,2015-06-28,1.47,48421.15,7027.42,organic,2015,LosAngeles
10298,2015-06-21,1.46,45352.7,8501.63,organic,2015,LosAngeles
10299,2015-06-14,1.44,42369.24,8029.13,organic,2015,LosAngeles
10300,2015-06-07,1.42,44034.76,10222.46,organic,2015,LosAngeles
10301,2015-05-31,1.4,44605.56,11066.76,organic,2015,LosAngeles
10302,2015-05-24,1.42,49071.35,9509.53,organic,2015,LosAngeles
10303,2015-05-17,1.41,43907.34,9420.78,organic,2015,LosAngeles
10304,2015-05-10,1.39,42131.8,9863.77,organic,2015,LosAngeles
10305,2015-05-03,1.36,43115.31,10607.23,organic,2015,LosAngeles
10306,2015-04-26,1.4,44090.53,10622.7,organic,2015,LosAngeles
10307,2015-04-19,1.41,44688.56,9244.74,organic,2015,LosAngeles
10308,2015-04-12,1.39,43407.79,8402.4,organic,2015,LosAngeles
10309,2015-04-05,1.42,44984.85,10474.82,organic,2015,LosAngeles
10310,2015-03-29,1.42,35121.94,8462.01,organic,2015,LosAngeles
10311,2015-03-22,1.25,41439.59,6243.6,organic,2015,LosAngeles
10312,2015-03-15,1.42,32656.06,6218.46,organic,2015,LosAngeles
10313,2015-03-08,1.35,42280.47,9906.96,organic,2015,LosAngeles
10314,2015-03-01,1.14,60244.59,9386.97,organic,2015,LosAngeles
10315,2015-02-22,1.36,44972.88,7481.17,organic,2015,LosAngeles
10316,2015-02-15,1.43,41524.22,7070.87,organic,2015,LosAngeles
10317,2015-02-08,1.29,46991.12,7820.93,organic,2015,LosAngeles
10318,2015-02-01,1.12,50107.32,8756.72,organic,2015,LosAngeles
10319,2015-01-25,1.23,38078.07,8684.63,organic,2015,LosAngeles
10320,2015-01-18,1.29,43649.12,8541.34,organic,2015,LosAngeles
10321,2015-01-11,1.08,60232.63,6081.88,organic,2015,LosAngeles
10322,2015-01-04,1.25,54495.54,5050.63,organic,2015,LosAngeles
10323,2015-12-27,1.82,862.59,162.59,organic,2015,Louisville
10324,2015-12-20,1.8,924.46,57.87,organic,2015,Louisville
10325,2015-12-13,1.52,1111.9,284.89,organic,2015,Louisville
10326,2015-12-06,1.19,1391.25,507.55,organic,2015,Louisville
10327,2015-11-29,1.19,1491.28,651.59,organic,2015,Louisville
10328,2015-11-22,1.87,1202.46,87.78,organic,2015,Louisville
10329,2015-11-15,1.83,1155.99,139.11,organic,2015,Louisville
10330,2015-11-08,1.68,1272.64,334.39,organic,2015,Louisville
10331,2015-11-01,1.65,1156.12,271.65,organic,2015,Louisville
10332,2015-10-25,1.64,1779.45,78.42,organic,2015,Louisville
10333,2015-10-18,1.52,1696.6,233.58,organic,2015,Louisville
10334,2015-10-11,1.65,1243.4,243.55,organic,2015,Louisville
10335,2015-10-04,1.87,1155.28,17.1,organic,2015,Louisville
10336,2015-09-27,1.79,1602.79,269.35,organic,2015,Louisville
10337,2015-09-20,1.65,1974.52,665.3,organic,2015,Louisville
10338,2015-09-13,1.69,1858.03,501.4,organic,2015,Louisville
10339,2015-09-06,1.38,2450.75,1136.2,organic,2015,Louisville
10340,2015-08-30,1.44,2648.03,954.5,organic,2015,Louisville
10341,2015-08-23,1.49,2726.65,1058.65,organic,2015,Louisville
10342,2015-08-16,1.52,2495.29,625.02,organic,2015,Louisville
10343,2015-08-09,1.37,3003.82,884.72,organic,2015,Louisville
10344,2015-08-02,1.37,2477.04,686.3,organic,2015,Louisville
10345,2015-07-26,1.03,2995.57,1700.53,organic,2015,Louisville
10346,2015-07-19,1.18,2680.01,1243.46,organic,2015,Louisville
10347,2015-07-12,1.48,2290.3,796.5,organic,2015,Louisville
10348,2015-07-05,1.49,2117.32,856.98,organic,2015,Louisville
10349,2015-06-28,1.49,1744.67,475.6,organic,2015,Louisville
10350,2015-06-21,1.46,2344.24,672.63,organic,2015,Louisville
10351,2015-06-14,1.58,2093.17,900.9,organic,2015,Louisville
10352,2015-06-07,1.24,2299.74,1313.56,organic,2015,Louisville
10353,2015-05-31,1.34,2103.36,1062.94,organic,2015,Louisville
10354,2015-05-24,1.51,2285.46,941.63,organic,2015,Louisville
10355,2015-05-17,1.44,2132.11,793.82,organic,2015,Louisville
10356,2015-05-10,1.04,3355.53,2014.15,organic,2015,Louisville
10357,2015-05-03,1.38,2038.99,1208.27,organic,2015,Louisville
10358,2015-04-26,1.67,1764.81,718.25,organic,2015,Louisville
10359,2015-04-19,1.37,1687.21,772.45,organic,2015,Louisville
10360,2015-04-12,1.42,1294.45,485.74,organic,2015,Louisville
10361,2015-04-05,1.59,1517.39,616.41,organic,2015,Louisville
10362,2015-03-29,1.63,1219.02,533.61,organic,2015,Louisville
10363,2015-03-22,1.76,1030.98,273.88,organic,2015,Louisville
10364,2015-03-15,1.65,1664.74,925.05,organic,2015,Louisville
10365,2015-03-08,1.72,1541.79,626.54,organic,2015,Louisville
10366,2015-03-01,1.65,1510.75,432.78,organic,2015,Louisville
10367,2015-02-22,1.67,1347.62,674.86,organic,2015,Louisville
10368,2015-02-15,1.75,1201.07,443.08,organic,2015,Louisville
10369,2015-02-08,1.61,1438.14,600.96,organic,2015,Louisville
10370,2015-02-01,1.55,1336.46,564.05,organic,2015,Louisville
10371,2015-01-25,1.68,1201.46,457.41,organic,2015,Louisville
10372,2015-01-18,1.79,1106.86,425.29,organic,2015,Louisville
10373,2015-01-11,1.79,1435.48,216.46,organic,2015,Louisville
10374,2015-01-04,1.48,1395.75,558.7,organic,2015,Louisville
10375,2015-12-27,1.57,1155.71,1016.67,organic,2015,MiamiFtLauderdale
10376,2015-12-20,1.5,1563.02,1527.12,organic,2015,MiamiFtLauderdale
10377,2015-12-13,1.5,1366.32,1345.68,organic,2015,MiamiFtLauderdale
10378,2015-12-06,1.49,1054.07,1050.47,organic,2015,MiamiFtLauderdale
10379,2015-11-29,1.51,1203.52,1184.27,organic,2015,MiamiFtLauderdale
10380,2015-11-22,1.11,657.96,645.47,organic,2015,MiamiFtLauderdale
10381,2015-11-15,1.44,2707.87,2702.93,organic,2015,MiamiFtLauderdale
10382,2015-11-08,1.59,84.56,76.66,organic,2015,MiamiFtLauderdale
10383,2015-11-01,1.5,1955.27,1950.0,organic,2015,MiamiFtLauderdale
10384,2015-10-25,1.5,1484.89,1473.33,organic,2015,MiamiFtLauderdale
10385,2015-10-18,1.51,901.53,880.0,organic,2015,MiamiFtLauderdale
10386,2015-10-11,1.51,1780.24,1763.33,organic,2015,MiamiFtLauderdale
10387,2015-10-04,1.5,1584.01,1571.4,organic,2015,MiamiFtLauderdale
10388,2015-09-27,1.5,821.99,808.06,organic,2015,MiamiFtLauderdale
10389,2015-09-20,1.47,1843.74,1817.25,organic,2015,MiamiFtLauderdale
10390,2015-09-13,1.43,1005.8,989.6,organic,2015,MiamiFtLauderdale
10391,2015-09-06,1.47,1962.43,1952.22,organic,2015,MiamiFtLauderdale
10392,2015-08-30,1.47,1358.02,1339.92,organic,2015,MiamiFtLauderdale
10393,2015-08-23,1.5,1059.21,1050.0,organic,2015,MiamiFtLauderdale
10394,2015-08-16,1.51,1164.87,1136.67,organic,2015,MiamiFtLauderdale
10395,2015-08-09,1.5,1359.19,1343.33,organic,2015,MiamiFtLauderdale
10396,2015-08-02,1.51,1015.04,993.33,organic,2015,MiamiFtLauderdale
10397,2015-07-26,1.48,571.4,559.99,organic,2015,MiamiFtLauderdale
10398,2015-07-19,1.45,792.97,786.67,organic,2015,MiamiFtLauderdale
10399,2015-07-12,1.56,1751.57,1663.91,organic,2015,MiamiFtLauderdale
10400,2015-07-05,1.88,1766.19,840.0,organic,2015,MiamiFtLauderdale
10401,2015-06-28,1.86,1627.96,436.67,organic,2015,MiamiFtLauderdale
10402,2015-06-21,1.92,1415.1,161.47,organic,2015,MiamiFtLauderdale
10403,2015-06-14,1.81,2017.29,724.91,organic,2015,MiamiFtLauderdale
10404,2015-06-07,1.75,2094.36,988.99,organic,2015,MiamiFtLauderdale
10405,2015-05-31,1.72,2578.53,1393.7,organic,2015,MiamiFtLauderdale
10406,2015-05-24,1.77,1811.7,759.6,organic,2015,MiamiFtLauderdale
10407,2015-05-17,1.79,2141.08,841.23,organic,2015,MiamiFtLauderdale
10408,2015-05-10,1.77,2184.05,781.66,organic,2015,MiamiFtLauderdale
10409,2015-05-03,1.35,4770.93,1509.36,organic,2015,MiamiFtLauderdale
10410,2015-04-26,1.25,6631.49,294.48,organic,2015,MiamiFtLauderdale
10411,2015-04-19,1.61,2879.62,1504.11,organic,2015,MiamiFtLauderdale
10412,2015-04-12,1.81,1877.52,386.2,organic,2015,MiamiFtLauderdale
10413,2015-04-05,1.86,1702.0,447.34,organic,2015,MiamiFtLauderdale
10414,2015-03-29,1.83,2723.62,869.34,organic,2015,MiamiFtLauderdale
10415,2015-03-22,1.82,1755.09,601.26,organic,2015,MiamiFtLauderdale
10416,2015-03-15,1.73,2478.0,1333.33,organic,2015,MiamiFtLauderdale
10417,2015-03-08,1.69,2708.59,1633.33,organic,2015,MiamiFtLauderdale
10418,2015-03-01,1.75,2035.58,1000.0,organic,2015,MiamiFtLauderdale
10419,2015-02-22,1.92,1386.85,226.66,organic,2015,MiamiFtLauderdale
10420,2015-02-15,1.75,1791.51,880.0,organic,2015,MiamiFtLauderdale
10421,2015-02-08,1.72,2118.66,1173.33,organic,2015,MiamiFtLauderdale
10422,2015-02-01,1.73,1767.3,923.33,organic,2015,MiamiFtLauderdale
10423,2015-01-25,1.84,1648.84,530.0,organic,2015,MiamiFtLauderdale
10424,2015-01-18,1.87,1459.37,386.67,organic,2015,MiamiFtLauderdale
10425,2015-01-11,1.85,1614.56,473.33,organic,2015,MiamiFtLauderdale
10426,2015-01-04,1.82,2288.44,796.67,organic,2015,MiamiFtLauderdale
10427,2015-12-27,1.6,51768.23,22006.31,organic,2015,Midsouth
10428,2015-12-20,1.71,43696.22,11967.85,organic,2015,Midsouth
10429,2015-12-13,1.68,46565.74,17275.12,organic,2015,Midsouth
10430,2015-12-06,1.59,43426.6,15135.92,organic,2015,Midsouth
10431,2015-11-29,1.5,45599.48,16554.74,organic,2015,Midsouth
10432,2015-11-22,1.66,46456.92,10745.17,organic,2015,Midsouth
10433,2015-11-15,1.7,45159.24,12113.48,organic,2015,Midsouth
10434,2015-11-08,1.66,49231.83,16651.94,organic,2015,Midsouth
10435,2015-11-01,1.61,54907.07,19093.26,organic,2015,Midsouth
10436,2015-10-25,1.7,55916.99,15561.2,organic,2015,Midsouth
10437,2015-10-18,1.66,57077.28,19154.25,organic,2015,Midsouth
10438,2015-10-11,1.53,60162.15,23376.23,organic,2015,Midsouth
10439,2015-10-04,1.73,53587.09,15309.02,organic,2015,Midsouth
10440,2015-09-27,1.76,52253.69,15470.69,organic,2015,Midsouth
10441,2015-09-20,1.72,54619.72,14745.42,organic,2015,Midsouth
10442,2015-09-13,1.75,62767.95,18066.76,organic,2015,Midsouth
10443,2015-09-06,1.67,74083.65,26514.18,organic,2015,Midsouth
10444,2015-08-30,1.7,69033.16,21770.98,organic,2015,Midsouth
10445,2015-08-23,1.7,74965.16,25604.45,organic,2015,Midsouth
10446,2015-08-16,1.7,69867.41,20114.12,organic,2015,Midsouth
10447,2015-08-09,1.65,81469.58,27127.28,organic,2015,Midsouth
10448,2015-08-02,1.71,68742.23,19175.81,organic,2015,Midsouth
10449,2015-07-26,1.52,67600.74,22511.05,organic,2015,Midsouth
10450,2015-07-19,1.51,69690.43,28848.32,organic,2015,Midsouth
10451,2015-07-12,1.51,72375.15,26830.09,organic,2015,Midsouth
10452,2015-07-05,1.61,72541.61,22328.79,organic,2015,Midsouth
10453,2015-06-28,1.62,67201.29,19706.89,organic,2015,Midsouth
10454,2015-06-21,1.65,67376.23,17374.98,organic,2015,Midsouth
10455,2015-06-14,1.6,75740.17,29415.13,organic,2015,Midsouth
10456,2015-06-07,1.47,84677.56,38767.3,organic,2015,Midsouth
10457,2015-05-31,1.44,89469.59,29084.58,organic,2015,Midsouth
10458,2015-05-24,1.37,107181.78,38148.47,organic,2015,Midsouth
10459,2015-05-17,1.24,130073.74,29491.13,organic,2015,Midsouth
10460,2015-05-10,1.28,107735.95,43510.36,organic,2015,Midsouth
10461,2015-05-03,1.34,102916.4,38467.54,organic,2015,Midsouth
10462,2015-04-26,1.46,83253.18,27630.66,organic,2015,Midsouth
10463,2015-04-19,1.51,84443.98,22467.95,organic,2015,Midsouth
10464,2015-04-12,1.53,76027.78,22383.62,organic,2015,Midsouth
10465,2015-04-05,1.65,68150.51,21656.95,organic,2015,Midsouth
10466,2015-03-29,1.65,64688.75,19292.89,organic,2015,Midsouth
10467,2015-03-22,1.53,57978.41,10556.85,organic,2015,Midsouth
10468,2015-03-15,1.65,58939.14,17728.28,organic,2015,Midsouth
10469,2015-03-08,1.62,73251.74,32905.56,organic,2015,Midsouth
10470,2015-03-01,1.61,62339.44,19017.04,organic,2015,Midsouth
10471,2015-02-22,1.4,75957.01,20500.84,organic,2015,Midsouth
10472,2015-02-15,1.48,67813.61,22012.91,organic,2015,Midsouth
10473,2015-02-08,1.58,64774.28,26069.99,organic,2015,Midsouth
10474,2015-02-01,1.44,72159.84,19318.05,organic,2015,Midsouth
10475,2015-01-25,1.63,54932.83,14444.88,organic,2015,Midsouth
10476,2015-01-18,1.65,52559.1,12492.18,organic,2015,Midsouth
10477,2015-01-11,1.52,65483.08,17296.48,organic,2015,Midsouth
10478,2015-01-04,1.56,58065.35,19114.43,organic,2015,Midsouth
10479,2015-12-27,1.62,3895.76,1109.94,organic,2015,Nashville
10480,2015-12-20,1.66,3764.64,571.72,organic,2015,Nashville
10481,2015-12-13,1.53,4594.71,1399.59,organic,2015,Nashville
10482,2015-12-06,1.49,4204.87,1241.01,organic,2015,Nashville
10483,2015-11-29,1.21,5143.41,2180.43,organic,2015,Nashville
10484,2015-11-22,1.66,4282.27,765.48,organic,2015,Nashville
10485,2015-11-15,1.65,4964.88,1105.77,organic,2015,Nashville
10486,2015-11-08,1.59,5305.71,1478.75,organic,2015,Nashville
10487,2015-11-01,1.63,4965.1,1147.64,organic,2015,Nashville
10488,2015-10-25,1.69,5077.17,711.67,organic,2015,Nashville
